Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod,Market-Segment
1522,1522,16,23,1,28,151,pharmaceutical
1523,1523,12,7,3,2,89,software
1524,1524,9,18,0,15,79,retail
1525,1525,2,2,6,24,210,realestate
1526,1526,18,12,3,0,52,pharmaceutical
1527,1527,5,20,3,15,132,financial
1528,1528,0,3,6,1,121,pharmaceutical
1529,1529,1,26,5,25,214,education
1530,1530,14,14,5,9,195,retail
1531,1531,10,19,6,9,91,pharmaceutical
1532,1532,1,7,9,16,187,realestate
1533,1533,14,24,6,18,196,realestate
1534,1534,12,6,8,13,98,retail
1535,1535,1,16,6,29,158,realestate
1536,1536,9,2,2,22,81,retail
1537,1537,6,2,8,12,73,retail
1538,1538,17,28,6,12,195,retail
1539,1539,3,28,5,1,179,education
1540,1540,15,18,6,20,198,education
1541,1541,4,19,7,21,162,education
1542,1542,16,12,1,23,162,retail
1543,1543,11,23,9,6,100,financial
1544,1544,9,9,0,0,85,education
1545,1545,1,23,0,9,198,software
1546,1546,11,22,0,12,102,pharmaceutical
1547,1547,17,22,3,15,188,education
1548,1548,13,24,3,9,134,software
1549,1549,4,10,4,7,143,retail
1550,1550,4,28,0,4,141,software
1551,1551,7,20,2,14,158,financial
1552,1552,5,18,4,3,131,software
1553,1553,7,8,0,23,152,financial
1554,1554,2,9,1,14,219,financial
1555,1555,0,18,9,15,120,pharmaceutical
1556,1556,4,2,1,8,163,realestate
1557,1557,15,15,4,27,219,realestate
1558,1558,12,0,8,14,97,education
1559,1559,18,22,0,0,60,pharmaceutical
1560,1560,4,9,5,17,186,financial
1561,1561,6,14,1,24,49,financial
1562,1562,18,3,1,21,86,education
1563,1563,0,12,3,25,121,education
1564,1564,14,5,2,4,185,pharmaceutical
1565,1565,7,27,7,22,164,financial
1566,1566,5,1,2,22,95,pharmaceutical
1567,1567,16,20,3,1,160,pharmaceutical
1568,1568,12,8,5,9,78,retail
1569,1569,10,13,4,23,109,realestate
1570,1570,1,7,2,6,201,realestate
1571,1571,3,27,2,2,209,realestate
1572,1572,10,24,7,18,158,software
1573,1573,6,23,4,0,53,financial
1574,1574,14,26,2,3,195,software
1575,1575,7,28,4,16,125,education
1576,1576,16,18,2,22,147,education
1577,1577,16,16,9,24,157,financial
1578,1578,18,9,1,15,85,realestate
1579,1579,14,6,6,13,185,education
1580,1580,4,16,3,23,170,education
1581,1581,3,21,4,3,165,software
1582,1582,2,4,9,11,217,education
1583,1583,2,27,7,28,203,realestate
1584,1584,18,11,0,5,72,software
1585,1585,10,5,6,12,135,realestate
1586,1586,17,28,6,18,198,financial
1587,1587,16,14,8,2,150,pharmaceutical
1588,1588,12,25,8,0,108,pharmaceutical
1589,1589,18,23,4,20,64,financial
1590,1590,7,17,7,3,128,financial
1591,1591,10,17,3,7,125,software
1592,1592,16,8,0,20,152,financial
1593,1593,13,28,7,28,88,realestate
1594,1594,3,12,3,3,212,software
1595,1595,5,17,2,21,140,financial
1596,1596,0,10,4,13,122,pharmaceutical
1597,1597,7,11,1,8,155,pharmaceutical
1598,1598,6,4,3,20,59,pharmaceutical
1599,1599,16,28,3,3,148,financial
1600,1600,8,7,1,2,121,pharmaceutical
1601,1601,13,14,1,15,123,education
1602,1602,8,21,4,4,187,pharmaceutical
1603,1603,12,13,7,16,79,retail
1604,1604,4,26,3,22,142,realestate
1605,1605,16,14,8,26,158,pharmaceutical
1606,1606,5,10,6,19,110,pharmaceutical
1607,1607,0,0,7,4,119,software
1608,1608,6,27,0,24,56,realestate
1609,1609,4,4,2,26,172,software
1610,1610,10,22,0,8,138,retail
1611,1611,12,25,4,11,96,software
1612,1612,7,5,6,6,158,financial
1613,1613,14,29,8,1,187,realestate
1614,1614,19,15,8,26,90,retail
1615,1615,7,24,4,16,137,realestate
1616,1616,10,24,2,26,104,pharmaceutical
1617,1617,15,19,3,17,195,pharmaceutical
1618,1618,13,16,9,27,96,retail
1619,1619,3,11,8,17,215,realestate
1620,1620,9,21,4,20,45,retail
1621,1621,3,23,7,3,204,retail
1622,1622,12,5,0,10,78,pharmaceutical
1623,1623,18,25,5,20,74,education
1624,1624,16,12,7,0,148,financial
1625,1625,15,7,5,1,214,software
1626,1626,10,18,9,18,112,pharmaceutical
1627,1627,2,18,3,15,205,realestate
1628,1628,13,20,4,21,86,financial
1629,1629,7,4,5,15,122,pharmaceutical
1630,1630,8,7,6,9,159,financial
1631,1631,0,24,3,18,119,pharmaceutical
1632,1632,17,26,9,7,197,education
1633,1633,12,14,9,29,84,realestate
1634,1634,18,26,0,24,100,software
1635,1635,14,29,1,3,179,retail
1636,1636,13,5,4,8,113,pharmaceutical
1637,1637,9,26,2,8,71,software
1638,1638,2,4,2,16,204,financial
1639,1639,15,19,6,0,182,financial
1640,1640,1,4,5,0,189,pharmaceutical
1641,1641,13,3,3,23,106,pharmaceutical
1642,1642,2,4,8,1,214,retail
1643,1643,9,27,4,25,93,software
1644,1644,15,0,9,29,206,retail
1645,1645,2,14,1,5,201,realestate
1646,1646,15,1,8,3,215,financial
1647,1647,7,12,1,13,164,software
1648,1648,9,16,6,15,99,software
1649,1649,17,2,0,4,197,pharmaceutical
1650,1650,10,18,2,13,148,financial
1651,1651,12,28,2,16,92,software
1652,1652,0,18,9,24,121,retail
1653,1653,19,27,6,18,90,software
1654,1654,6,14,9,17,52,education
1655,1655,13,18,1,1,129,software
1656,1656,16,22,8,28,151,education
1657,1657,11,14,7,7,102,realestate
1658,1658,12,26,3,6,78,financial
1659,1659,7,21,2,17,151,retail
1660,1660,0,6,5,4,121,financial
1661,1661,17,17,8,7,191,financial
1662,1662,6,27,7,11,55,pharmaceutical
1663,1663,0,10,6,3,121,software
1664,1664,3,1,5,1,203,education
1665,1665,7,16,9,9,138,realestate
1666,1666,3,18,5,20,194,realestate
1667,1667,4,19,1,3,171,realestate
1668,1668,6,22,7,11,40,financial
1669,1669,19,3,1,4,116,retail
1670,1670,17,24,8,5,201,realestate
1671,1671,11,28,0,0,114,realestate
1672,1672,6,23,0,3,54,retail
1673,1673,10,0,2,20,158,education
1674,1674,14,6,4,18,178,education
1675,1675,3,0,4,14,216,realestate
1676,1676,19,12,6,20,89,software
1677,1677,0,2,1,4,122,realestate
1678,1678,9,16,8,29,69,pharmaceutical
1679,1679,1,12,3,28,217,retail
1680,1680,10,6,7,13,94,education
1681,1681,1,7,7,24,179,pharmaceutical
1682,1682,4,0,7,18,181,realestate
1683,1683,5,20,8,11,94,financial
1684,1684,15,4,6,3,201,pharmaceutical
1685,1685,16,6,9,14,149,software
1686,1686,19,8,7,6,80,realestate
1687,1687,11,23,5,23,131,software
1688,1688,19,26,9,1,79,pharmaceutical
1689,1689,6,20,3,25,81,retail
1690,1690,11,25,1,2,93,software
1691,1691,3,18,4,28,185,education
1692,1692,1,19,8,1,165,realestate
1693,1693,3,2,7,8,192,retail
1694,1694,9,2,3,19,45,education
1695,1695,17,9,4,13,189,education
1696,1696,18,24,3,18,68,financial
1697,1697,5,1,2,21,138,retail
1698,1698,7,10,6,6,127,education
1699,1699,19,13,9,12,115,software
1700,1700,6,1,3,3,45,pharmaceutical
1701,1701,13,28,4,20,121,software
1702,1702,13,10,8,29,114,realestate
1703,1703,13,2,4,13,122,software
1704,1704,5,21,3,6,127,financial
1705,1705,0,15,7,13,123,financial
1706,1706,10,5,7,26,129,realestate
1707,1707,4,5,6,23,175,financial
1708,1708,11,17,2,14,122,financial
1709,1709,19,21,1,1,106,software
1710,1710,9,11,8,10,69,software
1711,1711,5,26,7,26,132,realestate
1712,1712,15,29,9,0,192,software
1713,1713,19,8,6,22,73,financial
1714,1714,19,13,3,5,98,realestate
1715,1715,16,29,4,10,156,pharmaceutical
1716,1716,9,13,7,10,73,pharmaceutical
1717,1717,16,0,1,18,158,realestate
1718,1718,7,13,1,16,151,pharmaceutical
1719,1719,13,9,8,5,124,software
1720,1720,14,2,1,3,185,education
1721,1721,8,16,2,26,122,pharmaceutical
1722,1722,13,11,7,7,105,pharmaceutical
1723,1723,12,24,4,5,88,financial
1724,1724,9,14,6,22,85,financial
1725,1725,4,29,9,27,186,pharmaceutical
1726,1726,12,11,6,8,86,education
1727,1727,14,8,8,9,196,realestate
1728,1728,9,22,8,21,88,retail
1729,1729,19,28,6,16,85,education
1730,1730,6,26,5,12,85,education
1731,1731,8,24,5,6,119,financial
1732,1732,1,15,3,14,208,software
1733,1733,0,5,4,12,123,realestate
1734,1734,15,17,0,15,201,retail
1735,1735,12,29,7,14,108,retail
1736,1736,2,27,8,4,203,realestate
1737,1737,19,5,9,0,73,retail
1738,1738,2,2,9,18,208,education
1739,1739,10,8,2,24,144,financial
1740,1740,15,10,1,4,209,education
1741,1741,15,2,2,29,205,pharmaceutical
1742,1742,1,4,8,24,224,education
1743,1743,8,3,8,2,181,realestate
1744,1744,6,1,9,21,54,retail
1745,1745,2,8,1,28,209,pharmaceutical
1746,1746,3,6,5,3,187,financial
1747,1747,2,7,1,9,217,financial
1748,1748,15,3,9,10,186,education
1749,1749,14,22,9,8,198,financial
1750,1750,3,25,2,23,215,retail
1751,1751,18,6,9,0,75,realestate
1752,1752,1,12,3,29,173,retail
1753,1753,0,5,8,8,121,realestate
1754,1754,0,29,6,7,119,software
1755,1755,5,6,6,18,125,pharmaceutical
1756,1756,11,28,2,11,116,financial
1757,1757,8,14,2,21,139,realestate
1758,1758,8,29,8,10,133,financial
1759,1759,4,15,5,22,159,financial
1760,1760,9,7,4,17,45,pharmaceutical
1761,1761,1,4,5,24,162,software
1762,1762,9,29,7,29,46,education
1763,1763,17,5,2,11,188,education
1764,1764,8,5,6,27,160,pharmaceutical
1765,1765,10,27,7,5,113,retail
1766,1766,18,5,8,3,89,retail
1767,1767,16,1,6,16,154,retail
1768,1768,16,27,9,4,161,pharmaceutical
1769,1769,6,26,0,28,53,education
1770,1770,2,18,8,11,204,financial
1771,1771,6,14,5,6,66,pharmaceutical
1772,1772,7,8,6,6,167,realestate
1773,1773,4,13,5,18,194,retail
1774,1774,18,25,4,6,80,financial
1775,1775,14,8,0,20,192,retail
1776,1776,16,6,2,11,157,retail
1777,1777,19,25,0,8,81,software
1778,1778,12,1,3,7,89,software
1779,1779,4,12,1,12,134,retail
1780,1780,11,7,4,8,96,retail
1781,1781,14,16,0,23,185,financial
1782,1782,18,9,9,5,68,pharmaceutical
1783,1783,10,29,1,12,144,financial
1784,1784,16,21,2,0,161,education
1785,1785,3,10,1,7,202,education
1786,1786,10,22,4,29,118,financial
1787,1787,5,12,4,8,101,pharmaceutical
1788,1788,19,7,3,8,91,realestate
1789,1789,3,17,3,4,215,realestate
1790,1790,9,28,8,15,64,financial
1791,1791,14,8,8,5,192,realestate
1792,1792,18,7,6,18,97,education
1793,1793,6,15,1,17,55,retail
1794,1794,6,10,7,12,40,pharmaceutical
1795,1795,7,12,7,9,133,pharmaceutical
1796,1796,2,9,3,9,215,financial
1797,1797,17,23,2,15,205,education
1798,1798,2,23,9,19,210,software
1799,1799,2,7,3,10,216,software
1800,1800,4,9,8,9,165,education
1801,1801,10,20,0,20,117,retail
1802,1802,6,29,0,0,59,education
1803,1803,8,4,9,16,202,financial
1804,1804,16,13,9,6,146,software
1805,1805,14,5,3,4,183,software
1806,1806,6,26,5,28,79,retail
1807,1807,5,9,2,21,103,retail
1808,1808,1,2,0,11,192,pharmaceutical
1809,1809,6,18,1,25,39,education
1810,1810,11,19,7,15,128,education
1811,1811,0,27,7,28,123,software
1812,1812,4,13,1,10,169,pharmaceutical
1813,1813,12,25,7,7,100,software
1814,1814,17,23,6,28,201,retail
1815,1815,18,5,7,8,83,retail
1816,1816,19,29,3,11,109,software
1817,1817,9,8,5,6,53,pharmaceutical
1818,1818,1,9,2,2,158,financial
1819,1819,10,2,0,28,89,realestate
1820,1820,9,4,0,3,81,education
1821,1821,13,17,9,19,90,pharmaceutical
1822,1822,6,10,4,23,43,education
1823,1823,16,20,9,17,160,realestate
1824,1824,0,2,6,5,122,financial
1825,1825,3,17,4,15,176,education
1826,1826,6,24,3,6,64,software
1827,1827,6,1,6,25,65,software
1828,1828,15,20,3,24,211,financial
1829,1829,7,25,8,18,162,financial
1830,1830,17,20,9,3,204,retail
1831,1831,9,26,4,9,58,software
1832,1832,2,25,0,25,205,software
1833,1833,2,20,3,20,213,education
1834,1834,6,10,4,19,40,financial
1835,1835,16,26,6,6,159,retail
1836,1836,5,8,7,7,127,education
1837,1837,5,12,3,10,97,software
1838,1838,17,5,6,20,200,pharmaceutical
1839,1839,4,16,3,20,172,software
1840,1840,8,27,9,12,194,retail
1841,1841,18,0,6,26,83,financial
1842,1842,2,7,6,0,202,retail
1843,1843,19,11,3,3,114,software
1844,1844,2,15,3,21,213,realestate
1845,1845,0,2,6,3,119,education
1846,1846,12,19,3,0,89,pharmaceutical
1847,1847,14,24,9,26,196,education
1848,1848,13,16,2,19,124,education
1849,1849,13,6,8,27,107,retail
1850,1850,7,5,3,23,165,education
1851,1851,18,7,8,16,64,retail
1852,1852,10,1,4,13,127,software
1853,1853,7,24,3,8,165,retail
1854,1854,3,0,9,18,170,education
1855,1855,11,2,7,3,124,retail
1856,1856,6,3,0,5,70,software
1857,1857,16,7,7,20,154,pharmaceutical
1858,1858,5,0,3,15,101,education
1859,1859,10,13,8,12,127,software
1860,1860,16,11,4,23,158,retail
1861,1861,10,20,8,4,155,education
1862,1862,0,7,7,29,122,pharmaceutical
1863,1863,6,22,4,8,57,software
1864,1864,10,14,6,1,124,retail
1865,1865,3,4,0,6,179,education
1866,1866,18,3,5,14,75,education
1867,1867,17,20,5,5,203,software
1868,1868,19,4,3,11,89,realestate
1869,1869,6,3,9,13,55,education
1870,1870,6,23,3,17,85,retail
1871,1871,0,4,7,20,120,retail
1872,1872,19,16,7,9,88,pharmaceutical
1873,1873,0,2,6,25,122,education
1874,1874,18,16,9,19,96,retail
1875,1875,9,24,1,6,68,financial
1876,1876,10,18,3,5,131,realestate
1877,1877,3,11,4,12,182,education
1878,1878,6,18,0,22,46,software
1879,1879,9,0,3,12,70,pharmaceutical
1880,1880,3,15,3,29,198,realestate
1881,1881,0,22,3,16,119,financial
1882,1882,14,16,7,0,180,pharmaceutical
1883,1883,6,4,3,23,62,realestate
1884,1884,9,9,6,12,84,pharmaceutical
1885,1885,19,21,4,5,93,pharmaceutical
1886,1886,13,10,0,3,99,pharmaceutical
1887,1887,7,7,3,12,162,realestate
1888,1888,17,0,6,3,183,realestate
1889,1889,16,9,6,12,150,realestate
1890,1890,11,24,8,22,107,education
1891,1891,15,18,6,4,208,pharmaceutical
1892,1892,11,25,5,14,141,pharmaceutical
1893,1893,5,17,9,0,138,software
1894,1894,2,0,7,3,204,pharmaceutical
1895,1895,16,26,0,15,146,software
1896,1896,0,2,8,24,119,software
1897,1897,9,12,5,19,85,software
1898,1898,10,6,8,14,159,software
1899,1899,17,10,0,29,190,software
1900,1900,16,29,6,8,149,retail
1901,1901,8,28,0,29,170,retail
1902,1902,14,24,8,5,184,financial
1903,1903,19,28,5,13,86,retail
1904,1904,16,24,8,17,161,software
1905,1905,4,29,3,20,146,financial
1906,1906,11,5,4,18,111,realestate
1907,1907,13,10,5,27,101,retail
1908,1908,19,7,5,10,73,financial
1909,1909,15,20,2,2,179,pharmaceutical
1910,1910,7,11,3,3,141,financial
1911,1911,11,12,6,17,114,retail
1912,1912,13,14,8,15,131,retail
1913,1913,2,23,0,2,206,retail
1914,1914,0,9,7,3,120,financial
1915,1915,2,3,9,13,214,retail
1916,1916,3,11,8,6,206,education
1917,1917,7,17,3,20,137,retail
1918,1918,0,6,4,2,119,pharmaceutical
1919,1919,6,21,7,17,80,financial
1920,1920,17,19,2,14,204,realestate
1921,1921,4,23,7,29,136,retail
1922,1922,9,21,5,10,83,realestate
1923,1923,9,9,5,6,66,retail
1924,1924,2,20,2,14,212,pharmaceutical
1925,1925,16,6,4,22,155,realestate
1926,1926,17,10,1,3,198,retail
1927,1927,19,13,1,18,85,software
1928,1928,19,5,6,20,98,pharmaceutical
1929,1929,16,19,2,28,150,software
1930,1930,18,25,3,1,93,education
1931,1931,3,21,1,26,168,software
1932,1932,2,2,7,8,218,realestate
1933,1933,6,6,3,16,49,financial
1934,1934,16,24,6,8,160,financial
1935,1935,12,16,5,28,85,realestate
1936,1936,8,17,2,22,111,pharmaceutical
1937,1937,1,8,1,19,219,software
1938,1938,2,27,4,10,205,software
1939,1939,1,0,3,3,155,realestate
1940,1940,1,16,3,23,156,realestate
1941,1941,2,21,9,24,199,software
1942,1942,0,4,7,27,123,pharmaceutical
1943,1943,16,23,5,21,160,retail
1944,1944,15,2,6,16,184,financial
1945,1945,6,25,5,14,80,realestate
1946,1946,16,23,2,17,148,realestate
1947,1947,14,24,4,8,181,education
1948,1948,14,5,9,25,184,software
1949,1949,18,28,6,1,92,software
1950,1950,19,10,4,22,106,education
1951,1951,2,18,8,12,217,financial
1952,1952,6,7,2,27,41,realestate
1953,1953,8,22,8,3,131,pharmaceutical
1954,1954,1,6,4,8,204,software
1955,1955,11,10,9,18,91,education
1956,1956,13,14,0,21,120,pharmaceutical
1957,1957,0,21,7,7,123,financial
1958,1958,9,7,8,22,44,retail
1959,1959,0,9,4,4,120,pharmaceutical
1960,1960,4,8,8,15,193,education
1961,1961,7,8,7,29,131,financial
1962,1962,19,16,2,7,94,financial
1963,1963,10,24,5,26,124,financial
1964,1964,4,16,3,1,175,education
1965,1965,18,9,2,11,68,realestate
1966,1966,1,21,1,11,160,software
1967,1967,12,17,6,13,110,software
1968,1968,2,29,5,19,199,education
1969,1969,4,6,1,19,192,education
1970,1970,13,7,2,8,102,education
1971,1971,16,18,6,2,152,pharmaceutical
1972,1972,0,22,4,17,122,retail
1973,1973,15,0,2,16,189,retail
1974,1974,17,2,4,12,191,realestate
1975,1975,17,23,1,14,199,realestate
1976,1976,8,5,0,15,202,pharmaceutical
1977,1977,1,23,0,8,221,realestate
1978,1978,2,1,0,24,216,financial
1979,1979,14,1,5,18,188,financial
1980,1980,8,8,7,25,154,realestate
1981,1981,16,27,6,18,162,retail
1982,1982,10,16,3,23,101,retail
1983,1983,19,15,4,26,95,financial
1984,1984,12,12,0,23,78,education
1985,1985,19,8,7,28,108,software
1986,1986,0,24,0,18,123,pharmaceutical
1987,1987,7,1,0,27,122,software
1988,1988,18,27,2,24,67,financial
1989,1989,3,22,7,3,169,financial
1990,1990,7,13,2,16,149,realestate
1991,1991,10,6,3,4,101,realestate
1992,1992,15,25,9,0,200,realestate
1993,1993,3,9,8,2,200,pharmaceutical
1994,1994,15,9,4,0,216,education
1995,1995,0,29,2,15,122,software
1996,1996,7,24,5,25,127,retail
1997,1997,16,10,5,15,162,education
1998,1998,5,25,3,4,99,retail
1999,1999,14,14,7,23,182,pharmaceutical
